Doi,Novelty,Year
10.1371/journal.pone.0039371,-7.187730086187939,2012
10.1371/journal.pone.0034255,-10.334207950479948,2012
10.1371/journal.pone.0031718,-7.978725252646802,2012
10.1371/journal.pone.0041949,-8.995083925824792,2012
10.1371/journal.pone.0041952,-9.143695095079195,2012
10.1371/journal.pntd.0001898,-8.279204717827877,2012
10.1371/journal.pone.0041957,-8.15103386692329,2012
10.1371/journal.pone.0034282,6.999999999999998,2012
10.1371/journal.pntd.0001907,-10.457611344153865,2012
10.1371/journal.pone.0031741,-7.19064600631422,2012
10.1371/journal.pone.0034286,-7.004402874309138,2012
10.1371/journal.pone.0041970,-6.957162683438954,2012
10.1371/journal.pone.0049665,11.222271941198423,2012
10.1371/journal.pone.0031752,-7.410220129958249,2012
10.1371/journal.pntd.0001925,-7.410220129958248,2012
10.1371/journal.pone.0044524,-6.859442474980546,2012
10.1371/journal.pone.0041981,-8.732343861854217,2012
10.1371/journal.pone.0036866,-7.985431941208393,2012
10.1371/journal.pone.0036869,-7.657219137918699,2012
10.1371/journal.pntd.0001942,-7.433751255891615,2012
10.1371/journal.pone.0047095,-9.41388290118398,2012
10.1371/journal.pone.0034322,-7.115421113463648,2012
10.1371/journal.pone.0036881,-6.97693731829885,2012
10.1371/journal.pone.0036882,-7.833620251094308,2012
10.1371/journal.pone.0034326,-10.444660884874718,2012
10.1371/journal.pone.0031783,-8.515078829695907,2012
10.1371/journal.pone.0039448,-7.285049757041986,2012
10.1371/journal.pone.0042010,-10.53158255249896,2012
10.1371/journal.pone.0042011,-6.762468728386984,2012
10.1371/journal.pntd.0001987,-6.889340898093346,2012
10.1371/journal.pone.0031799,-7.03123531123939,2012
10.1371/journal.pone.0031803,-9.997150483785008,2012
10.1371/journal.pone.0034349,-7.616224418611343,2012
10.1371/journal.pone.0042026,-7.579445213077344,2012
10.1371/journal.pone.0034355,-9.16865391875628,2012
10.1371/journal.pone.0047130,26.34214716027768,2012
10.1371/journal.pone.0042030,-10.524773317740024,2012
10.1371/journal.pone.0031813,-10.06084774146768,2012
10.1371/journal.pone.0042035,-8.984450939530044,2012
10.1371/journal.pone.0039483,-7.612619735298978,2012
10.1371/journal.pone.0036922,-7.962563782109626,2012
10.1371/journal.pone.0042041,-7.657219137918699,2012
10.1371/journal.pone.0031825,-7.704733373960363,2012
10.1371/journal.pone.0028121,-8.10030944353997,2012
10.1371/journal.pone.0031833,-7.301089822512871,2012
10.1371/journal.pone.0042056,-11.049458999149834,2012
10.1371/journal.pone.0028305,-9.84012458921448,2012
10.1371/journal.pone.0036944,-11.343833542603686,2012
10.1371/journal.pone.0036953,-10.96586232550821,2012
10.1371/journal.pone.0034397,-7.373786341238324,2012
10.1371/journal.pone.0034403,-8.10030944353997,2012
10.1371/journal.pone.0031861,-8.349973509144416,2012
10.1371/journal.pone.0036969,-7.400564210766398,2012
10.1371/journal.pone.0042086,-8.558349988522048,2012
10.1371/journal.pone.0042088,-7.864428056383801,2012
10.1371/journal.pone.0039539,-7.496043005678489,2012
10.1371/journal.pone.0034422,-7.241400719394266,2012
10.1371/journal.pone.0047198,5.266095085189131,2012
10.1371/journal.pone.0034426,-7.241400719394266,2012
10.1371/journal.pone.0036984,-8.40452319916611,2012
10.1371/journal.pone.0042100,-7.768727883177145,2012
10.1371/journal.pone.0039551,-7.833620251094308,2012
10.1371/journal.pone.0034443,-8.203859205774414,2012
10.1371/journal.pone.0039564,-6.836555232291772,2012
10.1371/journal.pone.0049829,-8.601495242847752,2012
10.1371/journal.pone.0052647,33.06006966026744,2012
10.1371/journal.pone.0037009,-7.630647693677178,2012
10.1371/journal.pone.0037013,-6.765477209573461,2012
10.1371/journal.pone.0039576,-7.027535407604901,2012
10.1371/journal.pone.0042129,-8.064670940226138,2012
10.1371/journal.pone.0034458,-7.004402874309138,2012
10.1371/journal.pone.0034459,-7.657219137918699,2012
10.1371/journal.pone.0039581,-8.65080386910561,2012
10.1371/journal.pone.0052664,137.1925878237606,2012
10.1371/journal.pone.0034470,-7.194751106274956,2012
10.1371/journal.pone.0029021,-8.984450939530044,2012
10.1371/journal.pone.0042149,-18.67787242994126,2012
10.1371/journal.pone.0037036,-8.69224702116878,2012
10.1371/journal.pone.0049866,7.317007544625047,2012
10.1371/journal.pone.0052693,-8.613667208360832,2012
10.1371/journal.pone.0039610,-9.487556324895218,2012
10.1371/journal.pone.0034493,-13.867866379464733,2012
10.1371/journal.pone.0029103,-8.325190403397997,2012
10.1371/journal.pone.0031959,-8.739098478784522,2012
10.1371/journal.pone.0031962,-10.444660884874718,2012
10.1371/journal.pone.0037063,-7.503839715027738,2012
10.1371/journal.pone.0031970,-8.155144692445676,2012
10.1371/journal.pone.0031972,-9.201506951211831,2012
10.1371/journal.pone.0029157,-6.732088305071947,2012
10.1371/journal.pone.0037076,-7.717121969151565,2012
10.1371/journal.pone.0042193,-10.524773317740024,2012
10.1371/journal.pone.0039649,-7.519607170770513,2012
10.1371/journal.pone.0031984,-10.561043415382064,2012
10.1371/journal.pone.0049916,10.852946869174408,2012
10.1371/journal.pone.0029213,-9.116682917025102,2012
10.1371/journal.pone.0037096,-8.37440503158741,2012
10.1371/journal.pone.0039663,-6.727761746067264,2012
10.1371/journal.pone.0037105,-9.741496434828989,2012
10.1371/journal.pone.0042224,-7.317117931836227,2012
10.1371/journal.pone.0032011,-7.3689320075156814,2012
10.1371/journal.pone.0034555,-7.435648021131238,2012
10.1371/journal.pone.0034561,-7.949422389700224,2012
10.1371/journal.pone.0034564,-7.657219137918699,2012
10.1371/journal.pone.0034567,-6.790200635188787,2012
10.1371/journal.pone.0037128,-9.545454545454543,2012
10.1371/journal.pone.0037134,-7.004402874309138,2012
10.1371/journal.pone.0037137,-8.984450939530044,2012
10.1371/journal.pone.0037142,-7.624303606747214,2012
10.1371/journal.pone.0029345,-6.948965598739792,2012
10.1371/journal.pone.0034590,-9.008736241479568,2012
10.1371/journal.pone.0029350,-7.503839715027738,2012
10.1371/journal.pone.0042269,-14.152887721604587,2012
10.1371/journal.pone.0029372,-7.173650483628348,2012
10.1371/journal.pone.0032060,-8.530238635886256,2012
10.1371/journal.pone.0039732,-8.612555992162882,2012
10.1371/journal.pone.0032066,-9.842476801377892,2012
10.1371/journal.pone.0032069,-8.10030944353997,2012
10.1371/journal.pone.0034615,-8.558349988522048,2012
10.1371/journal.pone.0032076,-7.519607170770513,2012
10.1371/journal.pone.0029409,-9.456610884557591,2012
10.1371/journal.pone.0029419,-11.06108144236489,2012
10.1371/journal.pone.0039752,-16.210198285782173,2012
10.1371/journal.pone.0042301,-15.4951595729964,2012
10.1371/journal.pone.0034630,-7.146170840273527,2012
10.1371/journal.pone.0029424,-7.625894558357848,2012
10.1371/journal.pone.0029429,-8.558349988522048,2012
10.1371/journal.pone.0037197,-7.761167726734971,2012
10.1371/journal.pone.0029438,-7.9208331154885,2012
10.1371/journal.pone.0044863,31.45145651863681,2012
10.1371/journal.pone.0037209,-7.241400719394266,2012
10.1371/journal.pone.0034654,-9.842476801377892,2012
10.1371/journal.pone.0029472,-8.21788384013812,2012
10.1371/journal.pone.0037226,-7.985431941208392,2012
10.1371/journal.pone.0032126,-7.241400719394266,2012
10.1371/journal.pone.0050064,117.8272098948867,2012
10.1371/journal.pone.0032138,-8.984450939530044,2012
10.1371/journal.pone.0034689,-9.741496434828989,2012
10.1371/journal.pone.0032150,-7.340588749320899,2012
10.1371/journal.pone.0034693,-9.177654437535825,2012
10.1371/journal.pone.0034698,-8.039042087716403,2012
10.1371/journal.pone.0032157,-8.719830426946515,2012
10.1371/journal.pone.0037268,-12.598239552033707,2012
10.1371/journal.pone.0032180,-10.060362868989014,2012
10.1371/journal.pone.0032183,-8.62029332482988,2012
10.1371/journal.pone.0029596,-7.115421113463649,2012
10.1371/journal.pone.0029607,-7.503839715027738,2012
10.1371/journal.pone.0032201,-10.524773317740024,2012
10.1371/journal.pone.0029617,-7.657219137918699,2012
10.1371/journal.pone.0034745,-8.995083925824792,2012
10.1371/journal.pone.0037311,-7.770736825864904,2012
10.1371/journal.pone.0029632,-7.657219137918699,2012
10.1371/journal.pone.0039888,-9.488267987771025,2012
10.1371/journal.pone.0029654,-7.921860453600099,2012
10.1371/journal.pone.0029664,-8.984450939530044,2012
10.1371/journal.pone.0039904,-11.269878285971764,2012
10.1371/journal.pone.0034788,-7.107087839907125,2012
10.1371/journal.pone.0039912,-8.984450939530044,2012
10.1371/journal.pone.0039914,-8.349973509144416,2012
10.1371/journal.pone.0029686,-7.985431941208392,2012
10.1371/journal.pone.0034804,-7.508328115068593,2012
10.1371/journal.pone.0029695,-7.133284401847428,2012
10.1371/journal.pone.0045032,-7.169403087149579,2012
10.1371/journal.pone.0032274,-7.359137705522846,2012
10.1371/journal.pone.0053502,11.115904267902302,2012
10.1371/journal.pone.0039946,-7.7323264586655025,2012
10.1371/journal.pone.0034835,-11.526307107456995,2012
10.1371/journal.pone.0039956,-7.241400719394266,2012
10.1371/journal.pone.0029743,-8.984450939530044,2012
10.1371/journal.ppat.1002417,-8.518389685128946,2012
10.1371/journal.pone.0034852,-7.410220129958248,2012
10.1371/journal.pone.0029756,-7.146709413847114,2012
10.1371/journal.pone.0034857,-13.908082480569597,2012
10.1371/journal.pone.0032318,-6.727761746067264,2012
10.1371/journal.pone.0037418,-6.948965598739792,2012
10.1371/journal.pone.0032320,-6.801025849936805,2012
10.1371/journal.pone.0037429,-10.200346009386374,2012
10.1371/journal.pone.0039989,-6.9675084355922206,2012
10.1371/journal.pone.0032332,-6.82516236051399,2012
10.1371/journal.pone.0039994,-7.090271459655248,2012
10.1371/journal.pone.0037439,-6.731536886192797,2012
10.1371/journal.pone.0042560,157.3760717318112,2012
10.1371/journal.pone.0032353,-11.049458999149834,2012
10.1371/journal.pone.0040016,-11.058305659494248,2012
10.1371/journal.pone.0037461,-8.984450939530044,2012
10.1371/journal.pone.0037472,-8.024429695278888,2012
10.1371/journal.pone.0037473,-7.833620251094308,2012
10.1371/journal.pone.0032373,-6.957162683438954,2012
10.1371/journal.pone.0040036,-7.949422389700224,2012
10.1371/journal.pone.0040045,-8.064670940226138,2012
10.1371/journal.pone.0040046,-7.410220129958249,2012
10.1371/journal.pone.0037489,-7.127407851174564,2012
10.1371/journal.pone.0050334,157.48828368268866,2012
10.1371/journal.pone.0029855,-7.281732276996834,2012
10.1371/journal.pone.0040064,-10.06084774146768,2012
10.1371/journal.pone.0042622,-10.563479876946523,2012
10.1371/journal.pone.0037512,-13.165385559816997,2012
10.1371/journal.pone.0034953,-7.090271459655247,2012
10.1371/journal.pone.0037517,-9.129630111184428,2012
10.1371/journal.pone.0047739,-6.97369366769149,2012
10.1371/journal.pone.0032419,-7.7323264586655025,2012
10.1371/journal.pone.0032427,-7.127407851174564,2012
10.1371/journal.pone.0029879,-9.143695095079195,2012
10.1371/journal.pone.0034975,-10.471685089091824,2012
10.1371/journal.pone.0040092,-10.524773317740024,2012
10.1371/journal.pone.0032436,-7.410220129958248,2012
10.1371/journal.pone.0034978,-8.704985966325339,2012
10.1371/journal.pone.0037537,-11.427545200490426,2012
10.1371/journal.pone.0029890,-7.614598786310811,2012
10.1371/journal.pone.0040100,-7.657219137918699,2012
10.1371/journal.pone.0037544,-9.741496434828989,2012
10.1371/journal.pone.0034996,-10.524773317740024,2012
10.1371/journal.pone.0032454,-9.143695095079195,2012
10.1371/journal.pone.0032456,-7.664674264703973,2012
10.1371/journal.pone.0037569,-7.122536028727372,2012
10.1371/journal.pone.0029925,-8.371544370964957,2012
10.1371/journal.pone.0029931,-9.818826426347274,2012
10.1371/journal.pone.0029935,-8.723919961797986,2012
10.1371/journal.pone.0040153,-6.801025849936805,2012
10.1371/journal.pone.0047816,236.83800578679543,2012
10.1371/journal.pone.0035039,-9.706854635010512,2012
10.1371/journal.pone.0037601,-6.839881016883721,2012
10.1371/journal.pone.0037604,-7.630085817461607,2012
10.1371/journal.pone.0035055,-13.588080574510878,2012
10.1371/journal.pone.0029970,-19.296081524884364,2012
10.1371/journal.pone.0032537,-7.673196827429991,2012
10.1371/journal.pone.0040194,-8.558349988522048,2012
10.1371/journal.pone.0035081,-14.47265753233649,2012
10.1371/journal.pone.0045314,-10.160847958784457,2012
10.1371/journal.pone.0030006,-7.16958253642514,2012
10.1371/journal.pone.0037658,-14.311723651021406,2012
10.1371/journal.pone.0040214,-7.503839715027738,2012
10.1371/journal.pone.0035106,-7.410220129958249,2012
10.1371/journal.pone.0035111,-8.555693991368575,2012
10.1371/journal.pone.0030024,-7.985431941208392,2012
10.1371/journal.pone.0045338,5.3372160379724205,2012
10.1371/journal.pone.0035115,-7.764956657782388,2012
10.1371/journal.pone.0035118,-9.842476801377892,2012
10.1371/journal.pone.0035130,-14.981212811897104,2012
10.1371/journal.pone.0030045,-9.201506951211831,2012
10.1371/journal.pone.0035140,-6.790200635188788,2012
10.1371/journal.pone.0040258,-7.857465306167974,2012
10.1371/journal.pone.0035148,-7.241400719394266,2012
10.1371/journal.pone.0050556,3.387286925839273,2012
10.1371/journal.pone.0030063,-7.133668519610209,2012
10.1371/journal.pone.0035153,-8.024114833327966,2012
10.1371/journal.pone.0035158,-11.541245224818937,2012
10.1371/journal.pone.0030072,-7.4206955173426685,2012
10.1371/journal.pone.0037722,-9.488267987771025,2012
10.1371/journal.pone.0030077,-7.410220129958249,2012
10.1371/journal.pone.0035168,-7.686951237705038,2012
10.1371/journal.pone.0035175,-7.54164722516754,2012
10.1371/journal.pone.0035180,-8.279204717827877,2012
10.1371/journal.pone.0032647,-8.984450939530044,2012
10.1371/journal.pone.0032658,-12.181202623952156,2012
10.1371/journal.pone.0040312,-6.727761746067265,2012
10.1371/journal.pone.0037757,-6.871103453914346,2012
10.1371/journal.pone.0047984,-8.528116438671791,2012
10.1371/journal.pone.0030117,-9.488267987771025,2012
10.1371/journal.pone.0045430,-7.871733897096512,2012
10.1371/journal.pone.0030134,-8.059756009140726,2012
10.1371/journal.pone.0048004,-8.120873082954189,2012
10.1371/journal.pone.0048010,50.54759771453806,2012
10.1371/journal.pone.0035231,-6.748902777996295,2012
10.1371/journal.pone.0032698,-8.45358258800324,2012
10.1371/journal.pone.0037801,-9.488267987771025,2012
10.1371/journal.pone.0032710,-7.914183378480656,2012
10.1371/journal.pone.0032713,-8.10030944353997,2012
10.1371/journal.pone.0032715,-7.43441687903245,2012
10.1371/journal.pone.0035254,-7.657219137918699,2012
10.1371/journal.pone.0037815,-6.994811404403434,2012
10.1371/journal.pone.0037818,-8.732211098882102,2012
10.1371/journal.pone.0035267,-10.476034618256678,2012
10.1371/journal.pone.0037832,-6.720212946836774,2012
10.1371/journal.pone.0050688,8.089813714466773,2012
10.1371/journal.pone.0035276,-7.669024648874443,2012
10.1371/journal.pone.0037838,-8.10030944353997,2012
10.1371/journal.pone.0035281,-8.884372549071772,2012
10.1371/journal.pone.0037841,-9.739579421376812,2012
10.1371/journal.pone.0032748,-8.10030944353997,2012
10.1371/journal.pone.0032754,-11.797646400554212,2012
10.1371/journal.pone.0050710,-7.287334340694872,2012
10.1371/journal.pone.0030209,-8.223500274625104,2012
10.1371/journal.pone.0032772,-7.090271459655247,2012
10.1371/journal.pone.0032776,-7.8175178858746035,2012
10.1371/journal.pone.0040433,-7.03102651800378,2012
10.1371/journal.pone.0037885,-7.141369119525541,2012
10.1371/journal.pone.0040443,-7.207680912514259,2012
10.1371/journal.pone.0040444,-6.838663868788031,2012
10.1371/journal.pone.0035335,-7.421939378891578,2012
10.1371/journal.pone.0030247,-8.78202981277591,2012
10.1371/journal.pone.0037896,-7.664674264703973,2012
10.1371/journal.pone.0032805,-7.087430891480544,2012
10.1371/journal.pone.0032813,-8.139416721041012,2012
10.1371/journal.pone.0030264,-9.390138173964214,2012
10.1371/journal.pone.0035356,-7.949422389700224,2012
10.1371/journal.pone.0035361,-13.958830807082023,2012
10.1371/journal.pone.0032826,-11.049458999149834,2012
10.1371/journal.pone.0035368,-8.133003894661332,2012
10.1371/journal.pone.0032828,-10.444660884874718,2012
10.1371/journal.pone.0035372,-8.174514828990244,2012
10.1371/journal.pone.0032832,-7.241400719394266,2012
10.1371/journal.pone.0035375,-7.031993346753131,2012
10.1371/journal.pone.0030287,-8.642876666366385,2012
10.1371/journal.pone.0037933,-7.004402874309138,2012
10.1371/journal.pone.0030289,-9.741496434828989,2012
10.1371/journal.pone.0032839,-8.400791434070287,2012
10.1371/journal.pone.0040497,-8.288857405237463,2012
10.1371/journal.pone.0030297,-8.435458151722361,2012
10.1371/journal.pone.0040502,-8.94712923479254,2012
10.1371/journal.pone.0035393,-7.093982650654209,2012
10.1371/journal.pone.0035398,-7.097157590734931,2012
10.1371/journal.pone.0032867,-7.617235659395885,2012
10.1371/journal.pone.0032886,-6.950575679978243,2012
10.1371/journal.pone.0035426,-8.039042087716403,2012
10.1371/journal.pone.0037985,-7.004402874309138,2012
10.1371/journal.pone.0030349,-7.67087318868893,2012
10.1371/journal.pone.0038008,-7.503839715027738,2012
10.1371/journal.pone.0032922,-8.108185993715693,2012
10.1371/journal.pone.0038024,-6.968028050403182,2012
10.1371/journal.pone.0068047,23.170673499279065,2013
10.1371/journal.pone.0078317,-7.0178681777976415,2013
10.1371/journal.pone.0054662,-7.489355208905716,2013
10.1371/journal.pone.0082045,-6.981517850024876,2013
10.1371/journal.pone.0071790,13.408611896693849,2013
10.1371/journal.pone.0071883,-7.413835233934924,2013
10.1371/journal.pone.0068553,-7.066689875289757,2013
10.1371/journal.pone.0061787,-8.368465391872967,2013
10.1371/journal.pone.0068570,-7.980556447328198,2013
10.1371/journal.pone.0068621,-7.220872730109931,2013
10.1371/journal.pone.0062141,30.818158450181297,2013
10.1371/journal.pmed.1001462,-7.923995348899796,2013
10.1371/journal.pmed.1001557,-8.529654702904928,2013
10.1371/journal.pone.0058864,30.297491194113576,2013
10.1371/journal.pone.0082756,-7.603962344771193,2013
10.1371/journal.pntd.0002105,-6.795373286491439,2013
10.1371/journal.pntd.0002302,-8.529805141829197,2013
10.1371/journal.pone.0083125,-8.76402019085821,2013
10.1371/journal.pntd.0002398,-7.640955226319107,2013
10.1371/journal.pntd.0002406,-7.380116139667503,2013
10.1371/journal.pntd.0002425,-6.727132769980701,2013
10.1371/journal.pone.0066127,8.374658237107203,2013
10.1371/journal.pone.0059368,70.34504092019651,2013
10.1371/journal.pntd.0002538,-10.082573652460288,2013
10.1371/journal.pone.0079913,-7.175096485259919,2013
10.1371/journal.pone.0076511,-7.91216373071568,2013
10.1371/journal.pone.0069768,142.6584281039642,2013
10.1371/journal.pone.0051462,93.01557407618743,2013
10.1371/journal.pone.0052206,194.04161534643663,2013
10.1371/journal.pone.0080084,-7.523013908051839,2013
10.1371/journal.pone.0080103,-7.84711268663284,2013
10.1371/journal.pone.0056393,2.9637680332946865,2013
10.1371/journal.pone.0066588,-9.459293068684888,2013
10.1371/journal.pone.0073416,-6.909951072958906,2013
10.1371/journal.pone.0073454,2.821772827650207,2013
10.1371/journal.pone.0076874,-7.092877482504411,2013
10.1371/journal.pone.0063376,-9.663846973829942,2013
10.1371/journal.pone.0066851,64.78687776358242,2013
10.1371/journal.pone.0053450,5.743723833458752,2013
10.1371/journal.pone.0080695,-9.5076114524148,2013
10.1371/journal.pone.0077259,70.90719149796732,2013
10.1371/journal.pone.0080714,-9.242222952408326,2013
10.1371/journal.pone.0067102,-7.247161057448276,2013
10.1371/journal.pone.0080785,-8.458341105515252,2013
10.1371/journal.pone.0063946,4.588776020240258,2013
10.1371/journal.pone.0067353,107.59203622412416,2013
10.1371/journal.pone.0053872,15.595931791474706,2013
10.1371/journal.pone.0070896,10.099918612723163,2013
10.1371/journal.pone.0077713,7.2411856097287455,2013
10.1371/journal.pone.0064372,-6.849728545892837,2013
10.1371/journal.pone.0077935,56.75984196767117,2013
10.1371/journal.pone.0077962,68.49508020105004,2013
10.1371/journal.pone.0067803,-9.760954782484625,2013
10.1371/journal.pone.0081547,-8.517746662979636,2013
10.1371/journal.pone.0081637,-6.845658708209817,2013
10.1371/journal.pone.0078178,-7.1241764045479234,2013
10.1371/journal.pone.0071396,-7.651097845266155,2013
10.1371/journal.pone.0105998,-7.718060235831831,2014
10.1371/journal.pone.0109587,12.578331861208548,2014
10.1371/journal.pone.0113137,33.29089660075348,2014
10.1371/journal.pone.0090014,3.19315043251583,2014
10.1371/journal.pone.0109948,15.957839648462148,2014
10.1371/journal.pntd.0002544,-8.078680683062617,2014
10.1371/journal.pntd.0002607,-8.32463924346072,2014
10.1371/journal.pntd.0002650,-8.412234288828975,2014
10.1371/journal.pone.0100153,1.7636985691234246,2014
10.1371/journal.pone.0096871,50.29797006859243,2014
10.1371/journal.pone.0103542,-8.078680683062618,2014
10.1371/journal.pntd.0002788,-11.4041595500092,2014
10.1371/journal.pone.0106893,-13.739393704849206,2014
10.1371/journal.pone.0103608,-14.55416977478751,2014
10.1371/journal.pntd.0002855,-11.35467178867674,2014
10.1371/journal.pntd.0002903,-6.871288282583103,2014
10.1371/journal.pntd.0002961,-6.803245269850143,2014
10.1371/journal.pntd.0002988,-8.125363346985715,2014
10.1371/journal.pntd.0003064,-8.125363346985715,2014
10.1371/journal.pone.0107243,7.063781417463374,2014
10.1371/journal.pntd.0003215,-10.493449911430783,2014
10.1371/journal.pntd.0003266,-6.801218121728593,2014
10.1371/journal.pntd.0003272,-7.245440924199808,2014
10.1371/journal.pntd.0003275,-6.972837414419286,2014
10.1371/journal.pone.0104055,-9.408596127893436,2014
10.1371/journal.pone.0110706,-7.487658841336362,2014
10.1371/journal.pone.0087455,-6.835160050329754,2014
10.1371/journal.pone.0110899,3.0883659391467693,2014
10.1371/journal.pone.0114352,-6.85948472664856,2014
10.1371/journal.pone.0101010,-7.992183488027241,2014
10.1371/journal.pone.0091057,19.35623240922317,2014
10.1371/journal.pone.0087803,12.398412612413113,2014
10.1371/journal.pone.0114521,-7.455596257420616,2014
10.1371/journal.pone.0101284,26.42447901860991,2014
10.1371/journal.pone.0101367,-8.6881734735299,2014
10.1371/journal.pone.0091451,-6.748166294723376,2014
10.1371/journal.pone.0091452,-8.5748233444382,2014
10.1371/journal.pone.0104850,27.011901783519225,2014
10.1371/journal.pone.0088253,-7.304454569613725,2014
10.1371/journal.pone.0108232,-7.4925704856498685,2014
10.1371/journal.pone.0084921,-7.712194706946096,2014
10.1371/journal.pone.0105256,-7.632260033260242,2014
10.1371/journal.pone.0105379,6.783055043610316,2014
10.1371/journal.pone.0088803,-6.795260329686285,2014
10.1371/journal.pone.0085691,-10.661016958885456,2014
10.1371/journal.pone.0109048,11.246456808436388,2014
10.1371/journal.pone.0123464,30.28646824695592,2015
10.1371/journal.pone.0117383,4.197802626324469,2015
10.1371/journal.pone.0133316,172.99487099605406,2015
10.1371/journal.pone.0124165,20.969521457401058,2015
10.1371/journal.pone.0130602,56.86781506673088,2015
10.1371/journal.pone.0117951,145.92144770708353,2015
10.1371/journal.pone.0140223,75.47190790624529,2015
10.1371/journal.pone.0118137,23.82945045199809,2015
10.1371/journal.pone.0127685,2.7219989240332167,2015
10.1371/journal.pone.0118265,9.7039768397091,2015
10.1371/journal.pone.0124622,4.789573536275563,2015
10.1371/journal.pone.0118527,4.338721275786739,2015
10.1371/journal.pone.0144021,2.23606797749979,2015
10.1371/journal.pone.0131407,2.870270663491896,2015
10.1371/journal.pntd.0004223,284.2460942656261,2015
10.1371/journal.pone.0116538,2.852088701757731,2015
10.1371/journal.pone.0126355,5.897522742308539,2015
10.1371/journal.pone.0126359,-8.616231034510015,2015
10.1371/journal.pone.0126509,2.431667300121587,2015
10.1371/journal.pone.0126565,43.43688120710961,2015
10.1371/journal.pone.0146077,161.84782408015263,2016
10.1371/journal.pone.0158910,1.854394979287712,2016
10.1371/journal.pone.0154129,34.00190114886373,2016
10.1371/journal.pone.0154698,4.814409081297199,2016
10.1371/journal.pgen.1006436,-7.822876139267919,2016
10.1371/journal.pone.0157237,83.78324705934102,2016
10.1371/journal.pntd.0004320,-6.865346334185924,2016
10.1371/journal.pone.0162367,-6.978403143962416,2016
10.1371/journal.pone.0152518,7.49343659850557,2016
10.1371/journal.pone.0157710,134.6624304887362,2016
10.1371/journal.pntd.0004752,-8.112259596460696,2016
10.1371/journal.pntd.0004811,-10.525163155498678,2016
10.1371/journal.pone.0168196,66.48307643564121,2016
10.1371/journal.pntd.0005089,-8.658356731646167,2016
10.1371/journal.pone.0168230,36.08895770932458,2016
10.1371/journal.pone.0165637,10.460399157872551,2016
10.1371/journal.pone.0150727,14.437855721633904,2016
10.1371/journal.pone.0160742,1.8155135881190063,2016
10.1371/journal.pone.0148307,20.23825878854968,2016
10.1371/journal.pone.0173615,15.626584323229292,2017
10.1371/journal.pone.0187898,5.828108960655811,2017
10.1371/journal.pone.0176064,113.89706491885238,2017
10.1371/journal.pone.0183170,5.712610330907098,2017
10.1371/journal.pone.0171536,66.29625941571423,2017
10.1371/journal.pone.0181063,24.3272110653463,2017
10.1371/journal.pone.0183431,27.774902983724115,2017
10.1371/journal.pone.0171872,3.298120959209527,2017
10.1371/journal.pone.0169575,6.721740900193822,2017
10.1371/journal.pone.0186234,89.578734894449,2017
10.1371/journal.pgen.1006775,-8.749588528193826,2017
10.1371/journal.pone.0186542,10.895678664707669,2017
10.1371/journal.pone.0174897,2.757869938697499,2017
10.1371/journal.pone.0174899,10.104344046824146,2017
10.1371/journal.pone.0179645,8.854903164438687,2017
10.1371/journal.pone.0175107,112.48139984583078,2017
10.1371/journal.pone.0182221,33.36889291245772,2017
10.1371/journal.pone.0179856,41.32432042593424,2017
10.1371/journal.pone.0184709,9.955862183954215,2017
10.1371/journal.pone.0187151,35.304784014318486,2017
10.1371/journal.pone.0189837,35.457719714854335,2017
10.1371/journal.pone.0175316,22.98858579917855,2017
10.1371/journal.pntd.0005709,-7.262164399653136,2017
10.1371/journal.pone.0180205,7.667864442727194,2017
10.1371/journal.pone.0191701,-7.783842507925176,2018
10.1371/journal.pntd.0006671,-7.932372472748535,2018
10.1371/journal.pone.0198243,-10.16507809988017,2018
10.1371/journal.pntd.0006760,-12.187214149448192,2018
10.1371/journal.pntd.0006769,-8.21816604832383,2018
10.1371/journal.pntd.0006928,-8.21816604832383,2018
10.1371/journal.pone.0194089,-9.297846799021318,2018
10.1371/journal.pone.0200874,21.93346485817906,2018
10.1371/journal.pone.0207844,-7.377338980186295,2018
10.1371/journal.pone.0189752,-10.037983073716587,2018
10.1371/journal.pone.0189792,-7.580510128131084,2018
10.1371/journal.pone.0203316,4.534865056783492,2018
10.1371/journal.pone.0203398,-8.652814697256122,2018
10.1371/journal.pone.0203441,-7.86145072895561,2018
10.1371/journal.pone.0190144,322.80632304892333,2018
10.1371/journal.pone.0190197,57.65523059613984,2018
10.1371/journal.pone.0201301,19.695438578804325,2018
10.1371/journal.pone.0203590,13.735312295290404,2018
10.1371/journal.pone.0190481,-12.793665068103913,2018
10.1371/journal.pgen.1007125,-7.265920827055001,2018
10.1371/journal.pgen.1007154,-7.528901648817756,2018
10.1371/journal.pgen.1007165,-7.741236463333578,2018
10.1371/journal.pgen.1007180,-10.096174371504594,2018
10.1371/journal.pgen.1007183,-7.9038671653414,2018
10.1371/journal.pgen.1007186,-7.9038671653414,2018
10.1371/journal.pone.0190617,1.8935362428455944,2018
10.1371/journal.pone.0208538,-7.873846044271405,2018
10.1371/journal.pone.0203865,28.20735385543941,2018
10.1371/journal.pgen.1007298,-10.255517791760544,2018
10.1371/journal.pgen.1007306,-8.21816604832383,2018
10.1371/journal.pone.0190730,-6.734664609384192,2018
10.1371/journal.pone.0199426,-9.902277610888238,2018
10.1371/journal.pone.0195054,-7.591365432998423,2018
10.1371/journal.pone.0208752,-7.712155584831765,2018
